HTY134;AEI;JCU;AWH;Chubascos dispersos;13/04/18
DLH1829;BIO;MUC;AIRBUS A320;Chubascos dispersos;14/04/18
VLG1439;BIO;BCN;32A;Chubascos dispersos;14/04/18
AEA7505;BIO;PMI;EMBRAER ERJ-195;Chubascos dispersos;14/04/18
JAF6902;MJV;ANR;EMBRAER 190;Nubes altas;14/04/18
RYR2155;MJV;BHX;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EZY8550;MJV;LGW;AIRBUS A319;Nubes altas;14/04/18
EZY6014;MJV;BRS;AIRBUS A319;Nubes altas;14/04/18
RYR1925;MJV;EMA;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR4117;MJV;MAN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
NAX1703;MJV;OSL;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
RYR3453;MJV;LTN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EZY7426;MJV;SEN;AIRBUS A319;Nubes altas;14/04/18
BAW449;MJV;LHR;32A;Nubes altas;14/04/18
RYR8027;MJV;STN;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
EZY8554;MJV;LGW;AIRBUS A320;Nubes altas;14/04/18
RYR7095;MJV;DUB;BOEING 737-800 WINGLETS;Nubes altas;14/04/18
IBB655;TFN;VDE;ATR-42/72;Nubosidad variable;14/04/18
IBB659;TFN;VDE;ATR-42/72;Nubosidad variable;14/04/18
IBB663;TFN;VDE;ATR-42/72;Nubosidad variable;14/04/18
IBB365;LPA;VDE;ATR-72;Abertura de claros;14/04/18
CNF247;TFN;VDE;ATR-42/72;Nubosidad variable;14/04/18
IBB673;TFN;VDE;ATR-42/72;Nubosidad variable;14/04/18
GMI5729;PMI;FMO;AIRBUS A319;Lluvia;14/04/18
VLG2854;PMI;ORY;AIRBUS A320;Lluvia;14/04/18
EZY1514;PMI;GVA;32A;Lluvia;14/04/18
RYR2052;PMI;MAD;BOEING 737-800 WINGLETS;Lluvia;14/04/18
VLG1225;PMI;LYS;AIRBUS A320;Lluvia;14/04/18
IBS3917;PMI;MAD;AIRBUS A320;Lluvia;14/04/18
RYR6363;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBK6700;PMI;DUS;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBK6650;PMI;ARN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR8235;PMI;BRS;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR716;PMI;BVA;BOEING 737-800 WINGLETS;Lluvia;14/04/18
AEA6006;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
VLG3915;PMI;BCN;AIRBUS A320;Lluvia;14/04/18
VLG1876;AGP;CPH;AIRBUS A320;Despejado;14/04/18
SAS6232;AGP;AAR;32A;Despejado;14/04/18
SAS6354;AGP;OSL;32A;Despejado;14/04/18
VLG8366;AGP;AMS;AIRBUS A320;Despejado;14/04/18
IBK5108;AGP;HAM;BOEING 737-800 WINGLETS;Despejado;14/04/18
AEA1039;AGP;CDG;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBK5140;AGP;WAW;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2044;AGP;DTM;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2588;AGP;KRK;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR9893;AGP;LPL;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG2985;AGP;NTE;AIRBUS A320;Despejado;14/04/18
TAP1137;AGP;LIS;ATR-42/72;Despejado;14/04/18
RYR5945;AGP;BOH;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG2608;AGP;BIO;AIRBUS A320;Despejado;14/04/18
RYR2531;AGP;BLL;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBS3835;LPA;MAD;AIRBUS A321;Abertura de claros;14/04/18
RYR4504;LPA;KRK;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR2565;LPA;HAM;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR3163;LPA;EMA;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
VLG3186;LPA;NTE;AIRBUS A320;Abertura de claros;14/04/18
AEA9403;LPA;TFN;ATR-72;Abertura de claros;14/04/18
AEA9431;LPA;FUE;ATR-72;Abertura de claros;14/04/18
AEA9018;LPA;MAD;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
VLG3001;LPA;BCN;AIRBUS A321;Abertura de claros;14/04/18
IBB500;LPA;ACE;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
RYR3802;LPA;LPL;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
IBB200;LPA;FUE;ATR-72;Abertura de claros;14/04/18
DK1507;LPA;SVG;32B;Abertura de claros;14/04/18
IBB309;LPA;SPC;ATR-72;Abertura de claros;14/04/18
IBK5800;LPA;BCN;BOEING 737-800 WINGLETS;Abertura de claros;14/04/18
RYR6397;SVQ;BCN;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG3164;SVQ;FUE;AIRBUS A320;Despejado;14/04/18
RYR5201;SVQ;SXF;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG3941;SVQ;PMI;AIRBUS A320;Despejado;13/04/18
TAP1101;SVQ;LIS;ATR-42/72;Despejado;14/04/18
VLG3160;SVQ;ACE;AIRBUS A320;Despejado;14/04/18
RYR4471;SVQ;CPH;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBE8841;SVQ;VLC;ATR-72;Despejado;14/04/18
IBS3947;SVQ;MAD;AIRBUS A320;Despejado;14/04/18
VLG2505;SVQ;BIO;AIRBUS A320;Despejado;13/04/18
TVF3101;SVQ;ORY;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG2211;SVQ;BCN;AIRBUS A320;Despejado;14/04/18
VLG2251;SVQ;BCN;32B;Despejado;14/04/18
VLG8830;SVQ;CDG;AIRBUS A320;Despejado;14/04/18
EZY8176;SVQ;LGW;AIRBUS A319;Despejado;14/04/18
ANE8397;ALC;MAD;BOMBARDIER CRJ-1000;Despejado;14/04/18
VLG7396;ALC;ALG;32A;Despejado;14/04/18
IBK5350;ALC;ARN;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2408;ALC;FMM;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG8253;ALC;ORY;AIRBUS A320;Despejado;14/04/18
RYR7522;ALC;EIN;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG1311;ALC;BCN;32A;Despejado;14/04/18
VLG3934;ALC;PMI;32A;Despejado;14/04/18
IBK5376;ALC;BLL;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR5598;ALC;HAU;BOEING 737-800 WINGLETS;Despejado;14/04/18
IBK5358;ALC;GOT;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR9066;ALC;BLL;BOEING 737-800 WINGLETS;Despejado;14/04/18
EXS1412;ALC;STN;BOEING 737-800;Despejado;14/04/18
IBK5320;ALC;OSL;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2714;ALC;LGW;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR4079;ALC;NCL;BOEING 737-800 WINGLETS;Despejado;14/04/18
VLG1303;ALC;BCN;AIRBUS A320;Despejado;14/04/18
AEA5001;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8262;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8792;MAD;MLN;ATR-72;Nubosidad variable;14/04/18
IBE8268;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8264;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8270;AGP;MLN;ATR-72;Despejado;14/04/18
IBE8798;MAD;MLN;ATR-72;Nubosidad variable;14/04/18
IBE8272;AGP;MLN;ATR-72;Despejado;14/04/18
RYR6384;BCN;SDR;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBE0554;MAD;SDR;AIRBUS A319;Nubosidad variable;14/04/18
RYR2593;AGP;SDR;BOEING 737-800 WINGLETS;Despejado;14/04/18
RYR2214;VLC;SDR;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE0556;MAD;SDR;AIRBUS A319;Nubosidad variable;14/04/18
RYR6363;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
AEA6006;PMI;BCN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
VLG1311;ALC;BCN;32A;Despejado;14/04/18
IBE8481;MAH;PMI;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
IBE8951;MAH;MAD;CANADAIR CRJ-900;Lluvia moderada;14/04/18
AAL8615;MAH;MAD;CANADAIR CRJ-900;Lluvia moderada;14/04/18
IBE8495;MAH;PMI;ATR-42/72;Lluvia moderada;14/04/18
VLG3713;MAH;BCN;32A;Lluvia moderada;14/04/18
VLG3715;MAH;BCN;AIRBUS A320;Lluvia moderada;14/04/18
IBE8660;MAH;VIT;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
VLG1341;MAH;ALC;32A;Lluvia moderada;14/04/18
AEA4532;MAH;PMI;ATR-72;Lluvia moderada;14/04/18
VLG2433;MAH;SVQ;AIRBUS A320;Lluvia moderada;14/04/18
IBE8499;MAH;PMI;ATR-42/72;Lluvia moderada;14/04/18
EZY8304;MAH;LGW;AIRBUS A319;Lluvia moderada;14/04/18
AEA4530;MAH;PMI;ATR-72;Lluvia moderada;14/04/18
IBE8493;MAH;PMI;BOMBARDIER CRJ-1000;Lluvia moderada;14/04/18
RYR6882;MAH;BCN;BOEING 737-800 WINGLETS;Lluvia moderada;14/04/18
VLG3709;MAH;BCN;AIRBUS A320;Lluvia moderada;14/04/18
VLG1292;BCN;LCG;32A;Lluvia;14/04/18
AEA7233;MAD;LCG;EMBRAER ERJ-195;Nubosidad variable;14/04/18
IBE0512;MAD;LCG;AIRBUS A320;Nubosidad variable;14/04/18
AEA7235;MAD;LCG;EMBRAER ERJ-195;Nubosidad variable;14/04/18
VLG3970;PMI;LCG;32A;Lluvia;14/04/18
AEA7237;MAD;LCG;EMBRAER ERJ-195;Nubosidad variable;14/04/18
RYR6154;ACE;PIK;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR2047;ACE;LBA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR3491;ACE;NCL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
TVS3439;ACE;BES;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB501;ACE;LPA;ATR-72;Nubosidad variable;14/04/18
IBB453;ACE;TFN;ATR-42/72;Nubosidad variable;14/04/18
IBE2277;ACE;TFN;ATR-42/72;Nubosidad variable;14/04/18
TVS3441;ACE;LIL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
CNF704;ACE;LPA;ATR-42/72;Nubosidad variable;14/04/18
VLG3161;ACE;SVQ;AIRBUS A320;Nubosidad variable;14/04/18
TVP7307;ACE;WAW;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
TVS2415;ACE;DOL;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG3281;ACE;BIO;AIRBUS A320;Nubosidad variable;14/04/18
IBB505;ACE;LPA;ATR-42/72;Nubosidad variable;14/04/18
IBB507;ACE;LPA;ATR-42/72;Nubosidad variable;14/04/18
AEA9076;ACE;MAD;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
EZS1250;ACE;BSL;AIRBUS A320;Nubosidad variable;14/04/18
RYR6209;ACE;NRN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG2481;ACE;BCN;AIRBUS A320;Nubosidad variable;14/04/18
AEA7308;MAD;VGO;EMBRAER ERJ-195;Nubosidad variable;14/04/18
VLG1702;BCN;VGO;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBE0530;MAD;VGO;AIRBUS A319;Nubosidad variable;14/04/18
AEA7302;MAD;VGO;EMBRAER ERJ-195;Nubosidad variable;14/04/18
IBE0532;MAD;VGO;AIRBUS A319;Nubosidad variable;14/04/18
EVE1123;ALC;VGO;32A;Despejado;14/04/18
AEA7300;MAD;VGO;EMBRAER ERJ-195;Nubosidad variable;14/04/18
IBE8594;MAD;LEI;CANADAIR CRJ-900;Nubosidad variable;14/04/18
VLG1251;BCN;LEI;32A;Lluvia;14/04/18
IBE8598;MAD;LEI;CANADAIR CRJ-200;Nubosidad variable;14/04/18
IBE8592;MAD;LEI;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
IBB203;FUE;LPA;ATR-72;Nubosidad variable;14/04/18
AEA9432;FUE;LPA;ATR-72;Nubosidad variable;14/04/18
VLG3165;FUE;SVQ;AIRBUS A320;Nubosidad variable;14/04/18
IBB415;FUE;TFN;ATR-42/72;Nubosidad variable;14/04/18
VLG1641;FUE;SCQ;AIRBUS A320;Nubosidad variable;14/04/18
TUI2279;FUE;CGN;7S8;Nubosidad variable;14/04/18
TUI2863;FUE;BSL;7S8;Nubosidad variable;14/04/18
IBB237;FUE;LPA;ATR-42/72;Nubosidad variable;14/04/18
OLY627;FUE;STR;AIRBUS A321;Nubosidad variable;14/04/18
CNF804;FUE;LPA;ATR-72;Nubosidad variable;14/04/18
IBB209;FUE;LPA;ATR-72;Nubosidad variable;14/04/18
TUI2117;FUE;DUS;BOEING 737-700;Nubosidad variable;14/04/18
TUI2873;FUE;TXL;BOEING 737-700 WINGLETS;Nubosidad variable;14/04/18
RYR1102;FUE;SXF;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG3197;FUE;CDG;AIRBUS A320;Nubosidad variable;14/04/18
TUI2353;FUE;HAM;7S8;Nubosidad variable;14/04/18
IBB211;FUE;LPA;ATR-72;Nubosidad variable;14/04/18
RYR8183;FUE;STN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB423;FUE;TFN;ATR-42/72;Nubosidad variable;14/04/18
RYR6457;IBZ;CRL;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
IBE8101;IBZ;PMI;BOMBARDIER CRJ-1000;Lluvia débil;14/04/18
AEA1701;IBZ;PMI;ATR-72;Lluvia débil;14/04/18
EWG5861;IBZ;VIE;32A;Lluvia débil;14/04/18
RYR8137;IBZ;BCN;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
VLG3541;IBZ;BCN;32A;Lluvia débil;14/04/18
RYR5355;IBZ;MAD;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
EWG545;IBZ;CGN;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
VLG3434;IBZ;MAD;AIRBUS A320;Lluvia débil;14/04/18
EZY2692;IBZ;MXP;32A;Lluvia débil;14/04/18
RYR8333;IBZ;BGY;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
TRA5672;IBZ;AMS;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
IBE8105;IBZ;PMI;BOMBARDIER CRJ-1000;Lluvia débil;14/04/18
VLG8181;IBZ;ORY;32B;Lluvia débil;14/04/18
AEA1703;IBZ;PMI;ATR-72;Lluvia débil;14/04/18
IBE8678;IBZ;SCQ;BOMBARDIER CRJ-1000;Lluvia débil;14/04/18
TRA6514;IBZ;EIN;BOEING 737-800 WINGLETS;Lluvia débil;14/04/18
VLG3306;IBZ;FCO;32A;Lluvia débil;14/04/18
IBE0410;MAD;XRY;32A;Nubosidad variable;14/04/18
VLG2614;BIO;XRY;32A;Chubascos dispersos;14/04/18
VLG2286;BCN;XRY;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBE0404;MAD;XRY;AIRBUS A319;Nubosidad variable;14/04/18
RYR1283;BCN;XRY;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBE0406;MAD;XRY;AIRBUS A319;Nubosidad variable;14/04/18
RYR654;TFS;PIK;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR4067;TFS;SXF;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR1038;TFS;FMM;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR2493;TFS;LBA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
TOM1609;TFS;ABZ;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBK6472;TFS;CPH;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
TVF1151;TFS;ORY;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBK6410;TFS;EDI;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBK6512;TFS;MUC;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
EDW215;TFS;ZRH;AIRBUS A320;Nubosidad variable;14/04/18
JAF6114;TFS;BRU;7M8;Nubosidad variable;14/04/18
TUI2197;TFS;MUC;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB152;TFS;LPA;ATR-72;Nubosidad variable;14/04/18
IBE2233;TFS;LPA;ATR-72;Nubosidad variable;14/04/18
RYR4754;TFS;BRS;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG3221;TFS;BCN;AIRBUS A320;Nubosidad variable;14/04/18
VLG3135;TFS;ORY;32B;Nubosidad variable;14/04/18
RYR8167;TFS;STN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR1589;TFS;FRA;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
EXS756;TFS;MAN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
VLG1640;SCQ;FUE;AIRBUS A320;Nubosidad variable;14/04/18
IBS3895;SCQ;MAD;32A;Nubosidad variable;14/04/18
RYR5316;SCQ;MAD;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR6333;SCQ;BCN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBS3877;SCQ;MAD;AIRBUS A320;Nubosidad variable;14/04/18
EZS1338;SCQ;GVA;AIRBUS A320;Nubosidad variable;14/04/18
VLG1671;SCQ;BCN;32A;Nubosidad variable;14/04/18
EZY8590;SCQ;LGW;AIRBUS A319;Nubosidad variable;14/04/18
IBE8204;SCQ;TFN;CANADAIR CRJ-900;Nubosidad variable;14/04/18
IBS9517;SCQ;PMI;AIRBUS A320;Nubosidad variable;14/04/18
RYR724;SCQ;PMI;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
AEA7116;SCQ;ACE;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBE8679;SCQ;IBZ;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
VLG7515;SCQ;ZRH;AIRBUS A320;Nubosidad variable;14/04/18
EZY2682;SCQ;MXP;AIRBUS A319;Nubosidad variable;14/04/18
IBS3875;SCQ;MAD;AIRBUS A320;Nubosidad variable;14/04/18
SWR2553;SCQ;ZRH;AIRBUS A320;Nubosidad variable;14/04/18
RYR2574;SCQ;AGP;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
RYR9123;GRO;EIN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR3213;GRO;MAN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR2344;GRO;NCL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9803;GRO;STN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR4125;GRO;HHN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR6391;GRO;NRN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9241;GRO;PSA;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9107;GRO;BVA;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR6901;GRO;CRL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9012;GRO;MLA;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR6911;GRO;MST;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9375;GRO;TLL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9002;GRO;BLL;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9307;GRO;PIK;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR6393;GRO;NRN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR3653;GRO;BRE;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9911;GRO;BOH;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR9123;GRO;EIN;BOEING 737-800 WINGLETS;Lluvia;15/04/18
RYR7083;GRO;OMR;BOEING 737-800 WINGLETS;Lluvia;15/04/18
RYR9555;GRO;FMM;BOEING 737-800 WINGLETS;Lluvia;15/04/18
VLG1573;BCN;OVD;AIRBUS A320;Lluvia;14/04/18
IBE0488;MAD;OVD;AIRBUS A320;Nubosidad variable;14/04/18
VLG1579;BCN;OVD;AIRBUS A320;Lluvia;14/04/18
VOE3591;PMI;OVD;BOEING 717;Lluvia;14/04/18
IBS3612;TFN;OVD;AIRBUS A320;Nubosidad variable;14/04/18
IBS3980;MAD;OVD;AIRBUS A320;Nubosidad variable;14/04/18
IBE0480;MAD;OVD;32A;Nubosidad variable;14/04/18
VLG3138;ACE;OVD;AIRBUS A320;Nubosidad variable;14/04/18
AEA7161;MAD;BIO;EMBRAER ERJ-195;Nubosidad variable;14/04/18
VLG2608;AGP;BIO;AIRBUS A320;Despejado;14/04/18
VLG1420;BCN;BIO;32B;Lluvia;14/04/18
IBE8948;VLC;BIO;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
IBE0448;MAD;BIO;AIRBUS A319;Nubosidad variable;14/04/18
VLG2505;SVQ;BIO;AIRBUS A320;Despejado;13/04/18
VLG1440;BCN;BIO;32A;Lluvia;14/04/18
AEA2659;BCN;BIO;BOEING 737-800 WINGLETS;Lluvia;14/04/18
AEA7506;PMI;BIO;EMBRAER ERJ-195;Lluvia;14/04/18
AEA9403;LPA;TFN;ATR-72;Abertura de claros;14/04/18
IBB107;LPA;TFN;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
IBB604;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
AEA9059;MAD;TFN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB606;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
RYR3063;BCN;TFN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
RYR5278;MAD;TFN;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
IBB453;ACE;TFN;ATR-42/72;Nubosidad variable;14/04/18
IBB415;FUE;TFN;ATR-42/72;Nubosidad variable;14/04/18
CNF413;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB608;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBB119;LPA;TFN;BOMBARDIER CRJ-1000;Abertura de claros;14/04/18
IBB656;VDE;TFN;ATR-72;Despejado;14/04/18
VLG3260;BIO;TFN;32A;Chubascos dispersos;14/04/18
AEA9415;LPA;TFN;ATR-72;Abertura de claros;14/04/18
AEA9462;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBK5756;BCN;TFN;BOEING 737-800 WINGLETS;Lluvia;14/04/18
IBB612;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBS3942;MAD;TFN;32A;Nubosidad variable;14/04/18
IBB650;GMZ;TFN;ATR-72;Nubes altas;14/04/18
CNF419;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB109;LPA;TFN;ATR-72;Abertura de claros;14/04/18
IBB604;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBB606;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBE2282;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBB304;SPC;LPA;ATR-72;Abertura de claros;14/04/18
CNF413;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB608;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
AEA9462;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB612;SPC;TFN;ATR-72;Abertura de claros;14/04/18
CNF419;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB610;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
EZY8712;SPC;LGW;AIRBUS A320;Abertura de claros;14/04/18
AEA9464;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB620;SPC;TFN;ATR-72;Abertura de claros;14/04/18
EWG9545;SPC;DUS;32A;Abertura de claros;14/04/18
GMI3953;SPC;HAM;AIRBUS A319;Abertura de claros;14/04/18
EWG7529;SPC;HAM;32A;Abertura de claros;14/04/18
IBB622;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBS3843;SPC;MAD;AIRBUS A320;Abertura de claros;14/04/18
CNF453;SPC;TFN;ATR-72;Abertura de claros;14/04/18
IBB632;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
IBE7265;SPC;TFN;ATR-42/72;Abertura de claros;14/04/18
AEA9466;SPC;TFN;ATR-72;Abertura de claros;14/04/18
VLG3249;SPC;BCN;AIRBUS A320;Abertura de claros;14/04/18
VLG2010;BCN;GRX;32B;Lluvia;14/04/18
IBE8640;MAD;GRX;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
VLG2020;BCN;GRX;AIRBUS A320;Lluvia;14/04/18
AEA5201;PMI;GRX;EMBRAER ERJ-195;Lluvia;14/04/18
IBE8646;MAD;GRX;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
IBE8642;MAD;GRX;CANADAIR CRJ-900;Nubosidad variable;14/04/18
VLG2014;BCN;GRX;AIRBUS A320;Lluvia;14/04/18
VLG2016;BCN;GRX;32B;Lluvia;14/04/18
IBE8648;MAD;GRX;BOMBARDIER CRJ-1000;Nubosidad variable;14/04/18
IBE8494;PMI;MAH;ATR-42/72;Despejado;17/04/18
VLG3712;BCN;MAH;32A;Lluvia;14/04/18
IBE8480;PMI;MAH;BOMBARDIER CRJ-1000;Despejado;17/04/18
VLG3714;BCN;MAH;AIRBUS A320;Lluvia;14/04/18
IBE8482;PMI;MAH;BOMBARDIER CRJ-1000;Despejado;17/04/18
VLG1340;ALC;MAH;32A;Despejado;14/04/18
AEA4537;PMI;MAH;ATR-72;Lluvia;14/04/18
VLG2432;SVQ;MAH;AIRBUS A320;Despejado;14/04/18
